121,79,236,17,81
89,25,26,48,92
22,44,4,127,86
114,18,106,19,131
22,79,202,19,163
420,15,202,5,38
67,23,266,420,58
420,134,222,202,19
33,22,202,268,39
99,16,105,80,76
56,412,90,8,42
12,1,497,115,119
110,36,80,84,32
2,203,38,61,76
110,143,16,38,7
11,78,35,236,18
22,420,58,7,19
22,67,79,36,76
22,99,103,37,5
79,69,202,40,32
44,22,58,69,18
78,14,238,63,43
45,58,106,81,161
12,79,7,86,21
11,45,58,432,18
92,84,40,75,53
254,14,202,115,17
44,69,202,114,163
22,254,23,497,9
44,12,35,36,245
23,17,106,117,41
45,267,3,40,41
44,67,24,79,7
245,202,27,106,18
11,99,202,7,54
1,79,58,27,40
67,58,19,40,20
1,35,79,4,106
55,22,79,38,92
27,7,51,74,53
44,133,38,17,40
45,1,58,16,27
22,16,106,429,40
45,3,26,37,9
25,412,7,31,76
12,69,53,76,54
222,4,37,18,163
58,90,40,10,54
22,35,223,238,120
45,112,136,238,20
77,497,4,40,32
420,58,267,498,63
34,58,201,90,61
1,25,26,16,17
110,15,115,38,63
99,44,79,58,53
67,58,26,114,40
154,26,115,30,43
15,27,81,76,21
67,105,40,75,240
45,13,19,62,64
22,79,38,115,91
133,79,245,40,84
78,38,5,39,54
23,79,238,61,40
56,1,25,17,238
12,222,58,157,236
67,45,38,7,40
11,420,38,40,43
111,267,39,61,63
35,432,236,106,86
59,18,60,32,43
254,497,222,25,131
121,110,67,78,15
24,106,75,64,76
121,2,80,30,10
122,134,3,240,43
14,202,107,31,120
3,38,106,51,54
420,103,5,38,106
22,1,236,38,7
44,67,45,79,202
122,40,96,54,10
67,420,79,58,96
67,25,36,38,7
67,7,19,40,32
22,67,89,36,58
99,420,79,84,40
420,24,58,90,20
420,17,7,9,10
110,79,24,61,429
11,67,420,79,98
44,78,13,202,15
55,79,420,25,163
67,202,18,19,53
11,23,420,58,106
22,45,1,202,150
67,58,38,7,86
12,420,92,40,96
22,420,13,7,86
44,67,420,429,10
44,420,38,17,106
33,99,22,420,106
420,38,17,18,40
45,1,67,58,20
420,498,202,37,7
44,45,58,15,40
79,202,18,40,53
44,79,420,105,28
22,79,420,80,30
22,106,40,32,10
67,79,25,27,5
44,1,58,16,10
45,79,7,40,32
11,67,202,27,38
44,79,35,40,75
5,106,80,40,86
420,222,202,5,106
22,44,67,202,40
44,420,5,7,40
22,11,1,15,37
45,67,15,106,41
67,1,58,38,10
55,25,202,29,106
67,420,26,7,84
22,11,79,17,9
79,114,37,15,40
44,11,67,7,40
134,157,5,115,84
45,37,81,62,54
133,35,36,4,38
67,58,117,106,86
67,3,58,40,85
111,89,136,17,106
45,420,157,5,86
45,15,236,43,10
99,45,222,115,54
68,420,37,4,31
11,22,57,36,28
11,57,38,106,117
110,78,79,25,15
22,1,89,222,18
37,115,6,62,20
89,45,15,62,86
11,57,15,6,96
11,99,36,15,6
89,57,15,37,81
22,143,81,62,74
22,79,14,51,75
99,1,2,17,74
22,57,14,18,61
11,202,16,7,40
121,420,58,38,7
44,67,13,202,127
267,268,50,64,32
44,202,27,38,7
44,67,202,26,40
67,420,14,58,202
12,45,78,58,54
420,157,202,103,115
11,22,36,106,40
78,14,16,106,20
1,12,114,38,19
67,38,32,21,10
1,58,17,106,31
99,45,89,115,19
420,58,202,27,17
78,420,25,103,7
79,58,3,115,40
79,17,7,106,21
22,67,25,7,86
67,420,58,38,75
57,14,20,10,76
22,89,6,81,20
22,37,6,81,10
22,14,268,16,412
44,78,222,2,427
24,37,115,18,86
121,104,60,20,86
102,15,119,40,32
67,420,222,29,40
89,4,106,150,75
157,59,17,106,75
77,55,67,1,4
110,79,420,25,38
12,45,106,74,86
11,1,420,79,7
12,106,429,61,75
44,13,16,18,40
11,497,4,38,40
11,110,58,38,115
67,23,420,15,9
67,1,58,7,131
22,44,79,9,10
89,37,81,84,51
11,22,202,17,40
44,1,114,16,7
67,420,15,202,40
22,11,67,92,86
11,79,498,38,106
79,13,58,113,17
44,157,4,28,86
58,202,38,106,40
202,103,17,7,40
44,420,7,106,161
15,7,9,150,98
420,202,4,5,7
11,201,37,115,20
57,498,37,5,115
1,35,6,17,62
11,1,115,39,161
44,23,420,38,63
22,5,115,81,84
45,27,115,19,20
11,57,92,61,41
12,79,16,106,76
154,55,67,28,43
11,44,35,37,7
104,9,85,42,43
99,222,14,15,75
67,13,3,245,31
99,23,25,17,6
420,3,104,40,86
11,22,1,18,10
45,67,420,24,7
77,420,115,86,10
23,79,113,38,40
11,67,1,420,421
13,2,81,62,86
202,103,38,16,7
44,79,16,7,31
498,58,15,202,7
11,99,79,202,104
22,45,37,91,86
99,18,84,20,10
89,57,4,117,107
11,67,420,36,86
44,99,420,7,42
2,57,6,84,32
11,22,1,37,20
1,89,37,84,86
44,45,420,4,20
33,16,17,106,40
420,202,7,106,84
202,38,106,40,31
11,24,2,115,84
99,11,57,40,10
134,432,202,412,7
11,55,122,2,37
44,13,202,15,106
22,58,106,9,40
44,13,202,106,7
55,22,23,126,29
1,420,79,40,63
79,420,58,106,40
22,79,58,38,40
420,202,106,40,76
22,79,58,202,38
11,1,202,63,86
22,57,37,115,86
2,57,115,84,62
101,92,84,41,32
67,101,25,36,74
12,57,15,17,81
33,13,9,40,62
110,78,8,161,51
143,89,35,29,7
254,267,223,202,84
420,498,432,37,27
55,6,105,62,84
11,22,2,6,51
25,115,161,41,54
89,2,37,81,10
89,498,37,40,84
57,115,19,161,32
45,78,13,429,84
1,57,25,15,62
58,14,53,32,76
121,79,15,38,10
45,78,201,498,30
79,25,9,429,86
121,57,223,114,30
44,78,79,38,32
122,58,223,81,92
133,14,18,80,60
99,58,5,61,86
432,268,15,81,74
11,122,26,8,150
57,420,18,82,20
67,79,114,20,64
110,99,57,61,64
101,61,85,98,32
67,57,69,3,50
67,113,27,83,21
11,222,50,96,10
420,134,202,127,81
34,1,222,38,90
55,68,101,37,161
11,111,15,41,42
497,3,38,29,61
67,420,127,75,32
498,157,105,161,54
112,238,429,50,62
266,14,103,5,75
36,4,51,86,32
36,267,37,38,29
35,420,57,81,120
432,202,238,161,63
1,2,6,80,86
39,105,81,86,164
110,59,81,60,30
79,37,4,202,76
112,105,90,19,85
268,114,26,105,43
154,11,67,3,16
89,68,81,50,51
23,101,268,17,81
22,110,112,16,161
44,4,90,64,54
79,202,61,150,21
143,1,101,8,96
103,82,61,84,31
22,134,102,96,98
25,29,238,63,64
222,69,236,38,115
44,35,15,238,117
99,25,127,238,150
121,420,82,96,74
420,37,412,18,74
35,103,114,412,76
78,2,107,84,74
432,267,4,117,85
202,59,51,10,54
111,12,26,5,83
55,67,45,79,61
33,23,119,40,85
22,99,202,104,29
154,110,79,15,18
22,45,115,40,74
498,58,82,41,31
122,114,38,76,10
154,79,103,28,62
44,4,17,238,21
268,127,17,53,21
134,15,104,106,164
22,23,40,75,53
122,112,238,61,30
45,103,17,9,53
25,429,61,21,54
24,420,14,25,29
55,99,69,236,40
134,127,50,51,63
22,111,4,150,96
12,102,28,81,84
222,4,8,75,10
11,33,79,112,84
22,101,24,17,238
99,45,79,20,76
103,18,238,81,64
157,117,51,64,54
35,3,26,38,161
55,28,29,64,76
78,57,3,119,85
13,69,105,18,429
44,55,19,61,62
68,267,3,103,21
16,161,41,32,76
1,134,27,38,18
22,11,498,19,30
121,222,58,59,5
37,119,150,40,31
22,143,101,26,32
110,4,91,61,20
58,16,412,81,161
44,111,38,63,96
268,17,117,76,164
56,245,51,21,54
45,202,126,238,131
1,58,39,17,32
13,236,126,115,29
4,106,107,63,86
25,412,104,29,92
99,35,115,19,429
122,1,267,202,38
33,79,15,114,76
11,121,143,101,236
110,57,112,17,80
99,2,245,9,85
55,1,80,61,75
11,143,420,26,18
59,105,82,61,53
57,202,18,82,51
143,5,104,81,42
26,136,202,92,96
35,202,15,75,20
268,103,127,106,96
112,134,127,51,21
254,498,117,119,41
143,45,36,103,17
44,12,14,136,61
22,67,16,126,81
105,7,18,76,21
113,202,80,119,60
111,81,83,74,53
34,202,26,7,31
34,35,136,80,21
110,412,5,92,50
15,136,39,81,98
99,11,58,16,74
115,412,7,19,54
67,122,79,91,41
104,92,63,31,53
55,99,201,202,18
136,17,8,429,131
11,1,201,14,53
57,16,62,86,240
67,267,38,5,75
11,99,78,412,161
11,112,101,17,43
55,420,134,126,7
22,79,497,17,7
26,105,18,8,53
1,112,16,203,83
99,89,105,91,429
78,134,17,8,51
11,12,78,412,43
101,69,105,18,63
99,24,13,25,14
89,37,105,18,92
1,498,17,90,54
110,11,121,14,75
497,28,19,81,427
55,267,106,107,76
16,412,8,42,86
45,36,59,5,54
420,26,63,20,42
154,99,44,203,19
11,36,127,9,63
121,113,25,4,43
4,27,29,81,74
112,37,117,62,32
38,17,29,429,240
99,56,127,238,32
44,157,38,29,40
420,17,61,51,63
11,143,254,267,107
57,222,79,26,43
122,412,236,106,43
44,67,57,15,164
34,126,5,38,119
13,36,202,119,53
111,23,45,420,14
143,81,63,30,96
104,236,16,80,64
154,78,103,19,51
13,79,157,61,53
37,27,18,150,42
121,1,112,119,74
115,104,150,63,31
143,26,18,63,31
99,101,81,429,131
115,38,40,62,31
122,201,267,5,115
110,1,12,92,61
12,6,90,96,74
22,113,83,40,31
1,115,29,90,429
99,101,268,412,43
45,420,432,25,103
222,26,5,18,61
2,8,107,72,32
67,157,16,106,75
89,203,412,9,31
57,432,7,74,96
24,16,105,64,53
133,12,105,127,91
254,35,136,15,29
110,45,134,106,62
154,67,25,115,90
44,136,114,38,20
99,45,78,163,64
12,58,25,61,40
11,14,17,80,429
45,497,29,429,62
143,201,28,90,42
266,126,412,81,62
223,58,412,62,30
497,58,17,9,64
89,103,40,240,64
110,44,57,103,20
11,99,18,19,82
2,223,115,117,41
33,420,412,61,31
268,115,29,81,9
421,58,202,27,42
36,17,92,30,32
57,420,58,105,163
34,112,117,31,21
44,420,79,40,53
143,11,25,105,85
420,58,202,18,7
25,26,5,7,86
44,11,12,102,16
22,134,117,63,75
154,420,202,15,40
67,420,79,7,40
1,19,62,85,74
222,105,51,31,86
67,25,115,38,74
27,7,106,40,20
44,106,7,19,32
12,45,79,17,106
79,58,202,106,86
11,13,79,58,40
22,58,202,37,54
45,58,40,75,32
67,420,79,58,82
44,24,420,38,7
24,420,79,58,86
22,67,122,38,106
44,22,67,79,5
11,122,36,75,21
22,7,91,84,86
101,4,29,106,80
11,26,38,40,63
143,78,79,15,32
78,7,106,9,61
99,22,79,498,117
35,106,40,75,131
11,1,420,15,106
254,420,19,31,76
11,22,106,7,19
22,79,103,20,76
67,79,202,38,5
67,420,17,106,75
67,79,202,38,40
22,67,106,161,21
13,24,14,202,86
67,202,38,40,32
78,24,268,51,40
1,57,497,16,19
22,57,37,81,84
13,420,7,21,76
57,38,7,30,64
67,35,81,63,43
497,106,7,62,74
34,12,202,114,76
44,25,202,86,164
22,420,79,25,38
154,58,4,104,51
202,105,106,74,163
67,420,412,238,19
44,79,58,106,84
67,58,136,38,106
67,202,18,117,40
157,15,104,86,32
67,420,7,106,40
22,67,420,202,40
67,420,58,236,86
24,58,202,86,10
67,202,38,39,40
11,79,24,15,19
44,25,7,106,75
22,79,420,7,41
44,79,202,38,20
22,44,1,7,32
79,202,106,7,40
67,58,38,7,40
44,67,420,79,7
45,58,17,7,106
498,106,29,40,41
134,420,79,58,18
55,67,4,38,31
79,202,17,106,86
22,67,79,420,7
11,4,38,106,40
58,38,7,106,40
22,67,13,202,40
67,36,50,40,32
22,102,202,84,74
36,498,15,136,5
420,25,18,51,10
48,92,51,20,43
121,67,420,84,76
412,106,8,98,76
22,133,2,103,27
110,45,103,202,117
99,13,103,8,63
23,245,69,86,32
58,202,7,92,40
44,23,19,119,82
57,432,15,27,32
1,16,5,86,43
12,92,119,51,75
22,44,79,498,202
420,103,106,51,40
33,13,201,58,16
34,245,4,18,92
111,57,127,17,117
245,268,115,51,20
55,112,113,236,18
122,420,38,106,31
89,45,420,25,63
22,67,13,202,106
22,420,38,17,54
33,37,106,19,85
79,3,17,119,40
38,7,92,84,54
134,79,119,40,161
58,115,104,106,131
11,113,4,86,20
78,25,28,40,96
24,14,161,85,31
12,84,53,32,54
34,201,203,105,150
34,58,14,7,81
45,1,421,25,115
37,7,40,10,21
77,99,44,89,40
79,14,18,429,20
143,111,7,29,86
79,134,27,63,31
67,202,80,9,75
44,77,11,104,10
157,202,38,9,42
78,89,201,92,20
78,79,14,59,114
22,78,37,106,10
55,33,79,119,40
222,498,236,17,43
111,420,127,161,63
68,25,58,117,41
81,96,53,98,164
110,25,412,9,64
67,15,161,41,10
67,4,202,26,10
143,78,58,18,91
22,13,134,79,7
1,202,15,103,86
55,48,412,38,62
13,106,18,83,75
1,36,17,92,40
89,24,38,92,21
44,110,1,58,5
99,26,28,85,10
28,106,72,161,42
111,101,37,8,75
35,113,102,202,40
134,420,432,91,82
45,222,38,106,107
22,420,245,38,75
1,122,14,7,106
201,17,105,75,54
44,11,55,38,41
67,79,201,202,76
44,121,420,48,54
22,121,222,35,202
89,1,58,40,53
143,105,17,18,40
44,34,40,163,86
99,67,202,117,53
1,67,114,7,9
67,78,27,40,20
67,38,17,51,21
55,35,16,28,84
115,27,7,20,21
22,81,150,30,21
38,27,80,91,74
201,421,15,80,86
11,22,268,80,54
222,115,117,80,63
34,115,117,119,161
122,103,105,7,20
22,79,15,38,131
101,18,81,50,41
34,23,223,432,131
16,18,92,20,32
55,1,24,157,32
67,13,38,17,80
99,1,3,40,64
1,80,41,86,10
112,101,245,126,53
122,36,7,85,10
99,44,27,38,86
44,157,17,40,150
99,67,37,40,76
110,89,105,107,40
22,79,268,38,32
13,15,38,7,30
22,23,420,106,40
22,11,38,40,43
23,24,58,202,91
79,222,27,40,62
58,103,9,53,21
110,35,429,63,86
134,79,420,115,29
67,497,38,106,54
112,420,202,38,28
122,23,59,15,236
1,497,203,80,53
89,222,2,62,53
4,59,91,150,30
154,34,57,421,43
44,157,29,80,82
143,19,80,20,86
126,119,61,40,84
45,78,222,96,30
15,16,106,51,84
143,99,236,17,106
143,34,26,103,18
99,11,25,6,86
245,90,42,64,32
22,14,115,62,53
67,103,202,96,120
34,102,19,72,10
267,26,104,117,161
154,34,497,13,90
55,67,101,103,29
110,121,101,17,53
254,26,83,62,20
6,81,9,62,41
22,111,2,26,19
110,112,25,238,81
101,26,115,7,63
1,68,40,51,30
22,111,16,98,10
117,60,42,53,10
110,99,126,63,41
37,6,80,74,96
222,267,245,14,29
99,497,8,81,43
11,12,266,18,74
143,24,245,25,75
36,4,412,96,53
57,6,29,86,120
143,222,50,74,54
79,13,9,161,63
122,35,58,106,43
35,38,18,91,51
37,104,28,18,63
99,34,1,25,17
154,86,31,64,54
45,112,35,15,62
89,497,498,117,31
22,77,122,25,115
22,12,39,6,28
143,17,7,72,51
11,222,113,202,106
201,245,127,81,131
55,420,202,40,86
67,37,38,117,81
79,101,103,32,54
44,35,79,38,86
67,420,58,268,38
58,202,38,106,19
67,79,58,202,38
1,67,58,106,32
44,1,58,202,27
11,22,13,420,106
67,58,9,40,32
11,202,38,9,40
11,79,58,103,18
67,79,420,202,38
22,45,1,79,202
1,12,58,38,51
22,24,157,106,82
22,58,202,40,10
67,420,38,106,19
420,79,202,92,86
22,44,11,58,7
99,24,79,202,61
22,44,14,38,86
1,79,202,38,40
55,67,25,18,10
44,78,106,7,53
420,79,202,38,106
44,202,7,106,86
55,254,13,126,9
78,79,58,7,62
44,67,202,27,38
99,35,202,106,9
58,25,202,75,21
11,106,40,86,10
55,67,13,41,75
44,202,236,40,31
11,67,420,53,20
1,78,58,38,10
11,202,4,106,40
44,79,420,7,75
143,22,420,58,25
15,5,17,40,98
11,1,79,51,53
79,58,106,76,131
11,67,79,157,58
55,79,38,18,7
22,67,79,58,106
44,4,202,18,21
11,79,13,58,6
67,420,25,202,104
101,157,27,104,75
121,44,222,35,236
44,99,202,41,10
99,67,34,58,64
78,58,15,17,43
99,22,44,420,31
11,23,1,420,238
110,24,202,105,17
11,420,202,18,74
22,44,420,202,7
67,34,58,202,61
99,22,38,7,40
1,2,58,126,64
420,24,15,38,74
44,67,420,103,38
44,1,202,106,161
22,67,79,37,51
67,114,427,150,40
69,36,15,38,92
22,45,4,119,86
58,15,127,238,32
497,59,18,7,54
11,67,106,19,40
22,11,44,67,131
154,420,38,19,41
420,59,81,76,21
420,16,106,90,76
11,99,38,90,7
11,79,17,106,21
420,58,102,7,19
78,101,7,161,41
202,4,236,7,40
45,23,38,412,40
79,13,38,8,85
56,1,5,80,92
55,44,67,18,82
55,1,57,36,202
44,222,420,4,83
13,18,7,96,31
99,22,111,104,30
223,69,5,39,76
11,22,77,67,38
1,245,5,83,64
58,103,106,40,86
44,67,25,27,40
45,222,202,39,117
421,38,18,106,10
420,37,81,85,86
106,81,82,40,31
25,103,80,161,10
57,58,105,427,60
45,103,106,40,43
11,143,498,38,131
99,67,17,39,28
78,3,18,51,86
58,421,37,115,104
44,157,69,429,51
110,104,50,63,43
154,121,115,29,429
44,143,498,267,18
78,67,35,268,61
1,68,201,38,20
45,67,17,429,85
12,268,48,21,32
24,26,27,83,31
122,157,4,202,75
134,2,17,429,31
126,7,150,40,20
202,16,38,17,8
1,254,102,115,31
58,38,85,43,21
11,24,86,131,98
121,122,12,25,40
122,4,103,5,150
11,13,497,51,32
420,13,113,6,43
5,39,7,85,31
11,498,202,81,50
1,12,157,84,53
110,1,67,25,161
24,69,163,75,21
420,58,432,91,75
201,14,81,64,54
11,201,61,64,75
79,105,106,91,10
45,420,25,412,51
44,1,25,3,10
154,2,59,4,40
420,25,20,75,21
99,1,25,91,21
222,157,15,82,75
1,58,25,7,21
79,35,104,90,42
110,36,38,74,75
101,57,29,42,76
111,57,4,236,96
121,78,7,50,20
22,57,37,5,43
143,22,245,157,15
55,13,74,53,54
121,69,16,86,32
111,79,51,85,30
38,17,7,61,40
57,24,25,19,86
35,7,119,84,31
78,25,14,202,119
79,202,5,27,54
67,223,202,16,9
67,79,38,75,20
114,40,41,21,10
1,420,79,267,29
57,90,238,82,41
1,267,14,105,39
22,67,267,58,106
99,103,412,39,40
22,202,4,18,62
44,24,117,8,53
44,78,420,18,63
55,22,78,17,240
22,136,26,7,63
33,44,254,67,79
2,13,203,19,82
99,22,79,58,10
44,420,79,38,106
4,26,19,81,51
22,202,53,43,10
22,420,136,38,7
67,223,69,7,31
99,4,106,40,32
79,58,16,106,40
143,55,1,45,12
25,37,38,9,63
44,67,134,69,4
133,157,412,19,119
67,13,57,14,18
44,133,112,40,31
111,36,27,7,107
23,222,14,157,26
11,57,126,38,10
78,101,35,117,150
134,268,28,80,161
79,223,31,76,98
12,79,18,76,32
23,79,17,427,43
55,111,2,203,8
15,236,163,64,21
56,67,134,58,14
12,268,104,117,18
44,24,17,63,21
78,25,498,106,20
33,44,79,102,202
44,45,3,114,17
202,4,15,80,92
45,15,106,40,41
420,202,106,238,54
44,67,114,27,19
45,16,17,107,30
79,58,72,30,10
12,58,29,40,20
420,106,19,62,53
121,99,79,15,106
25,15,9,86,10
38,106,7,18,10
79,25,202,51,96
122,420,7,42,76
102,38,19,119,54
11,67,497,7,19
26,106,238,96,86
44,22,121,6,72
99,19,64,86,43
77,122,38,84,86
44,99,201,15,96
99,254,420,223,5
1,420,15,20,21
45,3,36,60,75
23,7,40,75,76
11,9,53,86,43
25,126,90,61,43
44,1,266,113,115
44,99,89,40,32
45,1,420,51,32
11,67,58,38,51
79,113,103,429,20
23,67,79,497,164
1,13,101,38,54
420,24,48,412,7
126,17,51,86,76
13,38,39,51,74
121,89,25,432,81
110,134,421,105,83
25,104,29,41,32
44,222,7,90,9
22,89,36,10,43
22,89,13,103,8
121,420,69,103,86
67,122,498,115,96
16,38,115,7,32
55,110,7,18,40
44,18,90,81,85
44,69,26,38,86
1,202,7,119,40
11,18,19,40,86
55,77,4,104,80
22,1,23,429,240
14,223,201,268,104
24,15,103,10,54
1,498,37,62,74
55,2,3,37,236
11,432,18,74,32
24,58,80,9,21
154,40,86,31,131
22,103,4,7,53
1,34,4,31,21
22,24,157,245,103
114,268,18,7,10
55,38,17,7,40
99,58,39,40,86
134,13,38,83,20
89,1,79,21,10
11,45,67,2,79
67,420,15,103,32
420,68,5,38,16
99,34,67,201,38
22,432,16,5,105
122,68,157,8,9
254,222,68,245,38
22,12,34,24,131
12,111,203,51,86
99,136,236,238,21
48,15,117,40,150
99,420,238,63,164
11,1,420,105,74
154,79,103,202,17
99,117,40,74,53
22,45,267,8,98
45,202,6,80,40
143,78,103,19,64
78,18,61,40,53
67,101,36,25,81
78,420,83,96,41
44,122,203,50,62
67,3,114,26,7
79,4,18,51,54
103,4,126,53,86
110,102,9,61,21
12,35,25,5,64
22,122,1,67,18
25,127,161,41,21
18,19,9,54,76
45,112,157,50,21
33,45,432,105,83
12,78,202,30,32
44,13,102,38,80
22,1,25,85,53
99,15,115,18,19
44,238,75,53,54
78,222,4,26,10
22,1,45,5,27
11,34,201,412,8
22,1,111,36,37
101,29,106,161,10
12,101,157,17,117
13,25,157,91,42
154,103,16,63,30
113,119,82,40,62
57,266,17,7,96
78,35,222,17,91
143,23,20,86,10
11,34,136,81,40
136,15,51,163,76
45,58,104,18,7
23,45,8,50,74
254,107,83,40,96
33,58,106,150,96
67,222,3,19,10
110,67,24,3,117
22,1,101,25,61
35,25,103,105,63
15,29,8,42,76
15,38,92,81,131
2,25,19,61,20
113,126,18,86,32
77,14,38,5,32
157,203,80,21,43
99,38,83,86,54
67,122,222,17,80
99,254,69,113,96
89,67,202,16,86
143,136,104,150,21
110,254,24,58,10
45,48,4,37,238
13,3,202,4,17
45,223,498,127,429
22,12,78,266,126
22,15,202,115,51
24,113,7,92,21
44,67,201,26,27
22,67,420,7,131
121,1,26,7,41
110,67,2,14,42
202,15,103,27,18
11,497,13,29,91
44,79,201,15,51
420,58,27,16,83
11,12,29,8,63
266,223,9,119,41
58,412,17,106,82
11,99,79,90,120
24,68,3,4,61
134,103,90,29,53
11,67,420,114,86
111,25,115,81,50
134,79,31,53,21
67,57,112,136,42
420,25,38,117,92
101,35,222,58,103
420,61,62,21,54
79,4,126,63,74
55,497,38,92,429
497,58,126,6,84
222,114,4,412,126
133,102,81,51,163
12,25,60,429,30
99,13,17,19,75
67,267,126,7,19
37,5,7,106,81
89,29,41,42,76
58,84,86,76,32
34,111,39,117,429
45,432,15,268,75
67,267,115,17,53
133,3,202,7,161
154,103,105,238,429
22,122,104,161,74
112,201,202,82,32
35,68,57,201,115
45,222,79,119,75
133,79,14,9,51
45,17,18,40,31
13,37,15,106,20
11,102,107,41,53
22,1,254,29,53
133,134,26,5,76
79,57,115,27,19
143,89,14,62,10
1,2,420,106,19
67,133,101,157,9
68,29,7,60,86
2,69,25,60,21
79,157,5,7,238
420,14,36,85,163
222,101,104,81,63
55,498,90,7,10
157,106,84,98,54
110,268,5,91,32
99,268,236,50,21
143,7,117,81,53
121,55,202,150,31
14,157,203,29,41
89,202,427,85,30
45,266,238,40,131
99,69,3,18,9
45,79,203,150,21
222,26,203,238,429
102,245,8,240,164
99,55,122,36,75
45,420,38,32,10
57,38,20,164,32
14,157,106,96,41
420,238,51,40,43
1,236,17,81,40
26,104,18,80,91
12,420,17,76,98
11,1,498,7,240
35,5,18,83,74
35,115,29,62,131
22,267,18,429,21
201,48,202,236,41
17,18,51,21,43
267,28,6,29,91
22,11,134,203,127
110,13,17,117,42
12,245,421,86,21
110,113,117,86,42
110,18,81,63,10
36,201,38,86,54
133,13,222,38,80
1,67,157,19,72
11,25,15,127,42
26,15,127,29,72
154,25,26,202,83
67,58,18,42,164
34,25,59,5,92
77,104,84,42,131
99,67,420,245,429
111,119,40,86,32
25,15,80,62,21
45,24,4,105,106
497,15,18,62,10
101,222,15,238,61
143,121,45,432,40
36,202,39,106,41
202,17,238,85,31
15,412,126,53,76
1,202,5,27,9
22,1,157,114,29
55,111,12,3,103
143,57,25,53,64
44,1,45,498,7
44,2,117,51,75
201,17,29,18,61
22,245,412,74,64
11,117,29,10,21
420,157,102,80,62
44,79,25,7,30
222,58,18,40,30
36,202,7,92,86
79,91,9,40,42
79,17,7,9,53
121,67,222,40,86
79,157,202,7,91
67,36,202,126,106
22,11,67,420,238
38,106,7,30,20
44,79,14,15,10
4,5,40,75,10
69,37,96,74,86
22,110,13,17,9
99,104,7,85,131
55,58,25,15,19
223,26,15,104,53
44,67,24,238,82
110,79,4,202,86
11,1,68,58,18
22,13,498,40,21
202,16,28,106,7
57,13,498,25,43
22,222,14,81,21
13,201,202,7,84
202,103,90,30,96
45,202,63,42,32
44,69,117,84,63
497,112,106,92,50
45,38,17,90,62
122,78,421,236,32
55,143,7,31,32
112,57,15,104,18
44,12,79,103,163
122,9,61,53,86
22,45,222,75,164
12,35,14,74,64
121,412,81,96,76
154,136,8,9,64
77,89,58,17,96
37,38,39,161,43
143,110,254,6,240
121,115,38,117,80
497,13,161,31,75
432,63,31,53,21
420,497,81,429,54
122,45,14,51,96
254,113,412,17,96
101,37,107,81,54
44,122,1,37,41
13,103,117,119,42
58,3,7,74,75
11,1,267,15,42
68,25,4,236,85
33,101,15,429,74
34,15,59,119,43
67,25,18,29,51
222,202,105,40,42
11,113,18,63,20
121,202,27,92,32
267,37,75,163,43
35,25,58,202,54
35,68,58,136,40
432,90,81,9,30
122,12,9,31,131
112,203,29,150,85
12,134,37,42,32
267,51,30,96,76
22,99,266,15,16
